Record_ID,Age,Community_Buildin,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_-Censorship,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet
762,18,0,1,1,0,0,0,0,0,0,21,0,0,0,1,0,0,3,2,1,2,0,0,0,0,0,0,0,0,1,5,3,5,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,99,2
763,21,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,3,2,0,3,0,0,0,0,0,0,0,0,1,5,0,5,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,0,0,0,0,0,1,4,2
764,26,1,0,0,0,1,0,0,0,0,92,0,0,0,1,0,0,3,5,0,1,0,0,0,0,0,0,0,0,1,82,3,5,4,4,13,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,5,2
765,39,98,1,0,0,0,0,1,0,0,4,0,0,0,1,0,0,4,2,0,6,0,0,0,0,0,0,0,0,1,5,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,4,2
766,22,0,0,1,0,0,0,1,0,0,72,0,0,0,1,0,0,3,5,1,1,0,0,0,0,0,1,0,0,0,4,3,5,2,1,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,3,2
767,54,0,0,0,0,1,0,1,0,0,48,0,0,0,1,0,0,5,1,1,6,0,0,0,1,0,0,0,0,0,5,0,99,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,99,4
768,41,2,0,0,0,0,0,1,0,0,19,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,5,1,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,99,2
769,27,0,1,1,0,0,0,1,0,0,29,0,0,0,1,0,0,5,2,0,6,0,1,0,0,0,1,0,0,0,5,3,3,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,1,0,99,4
770,37,98,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,5,1,99,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,4,2
771,21,0,1,1,0,0,0,1,0,0,45,0,0,0,1,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,5,3,5,1,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,1,0,99,2
772,22,98,0,0,1,0,0,0,0,0,35,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,5,3,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,4,3
773,47,0,1,1,0,0,0,0,0,0,20,0,0,0,1,0,0,3,1,1,5,1,0,0,0,0,0,0,0,0,5,99,3,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,2,0,0,0,0,1,0,5,0
774,35,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,5,2,1,7,0,0,0,0,0,0,0,0,1,5,2,5,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0,0,0,0,1,0,4,2
775,29,0,0,1,0,0,1,0,1,0,7,0,0,0,1,0,0,4,1,1,3,0,0,0,0,0,0,0,0,1,5,2,5,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,1
776,66,0,1,0,0,1,0,0,0,0,7,0,0,0,1,0,0,1,2,1,4,0,0,0,0,0,0,0,1,0,5,99,4,1,4,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,1,2,0,0,0,0,1,0,4,1
777,28,1,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,1,5,99,5,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,4,2
778,32,2,0,0,1,0,0,0,0,0,54,0,0,0,1,0,0,4,1,1,8,0,0,0,1,0,0,0,0,1,3,0,5,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,99,2
779,50,2,0,1,0,0,1,1,1,1,8,0,0,0,0,0,1,2,1,1,6,0,0,0,1,0,0,0,0,0,5,2,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,2
780,43,0,1,1,0,0,1,1,0,0,35,0,0,0,1,0,0,4,2,1,6,0,0,0,0,0,0,0,0,1,5,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,1,1,99,3
781,42,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,3,1,1,3,0,0,1,0,0,0,0,0,0,5,99,3,98,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,4,0
782,31,98,0,0,1,0,0,0,0,0,34,0,0,0,1,0,0,7,1,0,3,0,0,0,0,0,0,0,0,1,5,2,5,1,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,1,99,1
783,47,98,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,4,6,1,6,0,0,0,0,1,0,0,0,0,5,1,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,4,2
784,22,1,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,1,5,3,5,6,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0,0,99,2
785,59,0,0,0,0,1,0,0,0,0,22,0,0,0,1,0,0,4,6,0,5,0,0,0,0,0,0,0,0,1,5,2,1,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,4,1
786,50,98,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,3,1,0,3,1,0,0,0,0,0,0,0,0,5,99,1,98,4,1,2,99,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,99,0
787,20,98,0,1,0,0,0,0,0,0,56,0,0,0,1,0,0,3,6,1,0,0,0,0,0,0,0,1,0,0,0,0,5,99,1,1,4,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,2,1,0,0,0,0,0,1,5,0
788,18,0,0,1,0,1,0,0,0,0,40,0,0,0,1,0,0,3,5,1,8,0,0,1,0,0,0,0,0,0,5,3,5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,1,0,0,99,1
789,54,98,1,0,0,0,0,1,0,0,20,0,0,0,1,0,0,4,1,1,6,0,0,0,0,0,0,0,0,1,5,1,3,1,4,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,99,0
790,26,0,0,1,0,0,0,0,0,0,48,0,0,0,1,0,0,3,1,0,5,0,0,0,0,0,0,0,0,1,5,99,3,0,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,4,0
791,35,0,1,0,0,0,0,1,0,0,33,0,0,0,1,0,0,6,2,1,6,0,1,0,0,0,0,0,0,0,5,3,3,6,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,99,3
792,34,0,0,0,1,0,0,0,0,0,48,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,0,0,0,0,5,99,5,2,4,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,4,0
793,22,98,0,1,0,0,0,1,0,0,20,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,5,3,5,99,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,4,3
794,41,98,0,0,1,0,0,0,0,0,43,0,0,0,1,0,0,4,1,0,6,0,0,0,1,0,0,0,0,0,5,1,1,1,1,1,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,4,2
795,39,98,0,0,0,1,0,0,0,0,40,0,0,0,1,0,0,1,0,1,7,0,0,0,0,0,0,0,0,1,5,1,3,1,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,2
796,24,98,0,0,1,0,0,0,0,0,72,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,4,3,5,2,2,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,2
797,39,0,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,3,1,1,6,0,1,0,0,0,0,0,0,0,5,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,3
798,29,98,0,0,1,0,0,0,0,0,64,0,0,0,1,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,4,99,0,6,3,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,1,99,3
799,18,98,0,0,1,0,0,0,0,0,14,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,5,3,5,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,1,0,0,99,0
800,38,98,1,1,0,1,1,1,1,1,25,0,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,2,2,0,1,1,0,1,0,99,1
801,48,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,6,1,1,5,0,0,0,0,0,0,0,0,1,5,3,99,3,4,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,2,2,0,0,0,0,0,1,99,2
802,42,2,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,3,1,1,6,0,0,0,1,0,0,0,0,0,5,2,5,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,1,1
803,31,98,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,5,2,1,6,0,0,1,0,0,0,0,0,0,5,0,3,6,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,3
804,29,98,0,1,0,0,0,0,0,0,45,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,1,99,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,2
805,17,98,0,0,1,0,0,0,0,0,39,0,1,0,0,0,0,1,2,1,6,0,0,0,0,0,0,0,0,1,5,1,5,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,4,2
806,19,0,1,1,0,0,1,1,1,1,4,0,0,0,1,0,0,3,2,0,4,0,0,0,0,0,0,1,0,0,5,3,99,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,1,0,0,0,0,99,3
807,19,1,0,1,0,0,0,1,0,0,72,0,0,0,1,0,0,3,0,1,8,0,0,0,0,0,0,0,0,1,4,3,5,4,1,8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,5,3
808,44,98,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,3,1,1,4,0,0,0,0,0,0,1,0,0,5,99,5,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,4,2
809,59,2,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1,5,99,5,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,0,0,0,0,1,0,99,1
810,24,0,1,1,0,0,1,1,0,1,35,0,0,0,0,1,0,2,5,1,0,0,0,0,0,0,1,0,0,0,5,3,5,1,1,1,5,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,1,0,0,0,0,1,0,4,4
811,26,2,1,1,0,0,0,1,0,0,32,0,0,0,1,0,0,4,1,1,7,0,0,0,0,0,0,0,0,1,5,0,3,4,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,99,4
812,23,0,1,0,0,0,0,1,0,0,74,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0,1,2,2,99,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,2
813,14,98,0,0,1,0,0,0,0,0,28,0,0,0,1,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,5,3,5,2,3,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,98,2,0,0,1,0,0,0,99,1
814,33,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,7,1,1,3,0,0,0,0,0,0,0,0,1,5,2,1,1,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,4,2
815,20,2,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,5,3,5,3,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,98,2,0,0,0,0,1,0,4,0
816,31,2,0,1,0,0,1,1,0,0,8,0,0,0,1,0,0,4,1,1,4,0,0,0,1,0,0,0,0,0,5,99,5,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,99,3
817,49,2,1,1,0,0,0,0,0,0,28,0,0,0,1,0,0,1,1,0,8,0,0,0,0,0,0,0,0,1,5,99,3,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,4,1
818,33,0,0,1,0,0,0,1,0,0,39,0,0,0,1,0,0,4,0,1,4,0,0,0,0,0,0,0,0,1,5,1,5,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,2,0,0,0,0,1,1,99,2
819,17,0,1,1,0,1,1,0,0,0,20,0,0,0,1,0,0,1,1,1,8,0,0,0,0,0,0,0,0,1,5,3,5,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,0,0,99,3
820,14,0,0,0,0,1,0,0,0,0,29,0,0,0,0,1,0,0,1,1,6,0,0,0,0,1,0,0,0,0,5,3,5,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,1,0,99,1
821,18,0,0,0,0,1,0,0,0,0,30,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,5,3,5,2,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,1,0,0,5,2
822,47,98,0,0,1,0,0,0,0,0,47,0,0,0,1,0,0,5,1,1,7,0,0,1,0,0,0,0,0,0,5,2,99,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,2,2,2,0,0,0,0,1,0,4,0
823,51,98,0,0,1,0,0,0,0,0,23,0,0,0,1,0,0,3,1,0,5,0,0,0,0,0,0,0,0,1,5,99,3,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,0
824,36,2,0,0,1,0,0,0,0,0,43,0,0,0,1,0,0,4,1,1,7,0,1,0,0,0,0,0,0,0,5,0,3,99,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,2,2
825,29,0,0,1,0,1,0,0,0,1,40,0,0,0,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,1,5,99,5,4,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,1,0,99,1
826,24,0,0,1,0,0,1,1,0,1,30,0,0,0,1,0,0,7,6,1,4,1,0,0,0,0,0,0,0,0,5,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,99,4
827,15,98,0,0,1,0,0,0,0,0,50,0,0,0,1,0,0,99,3,0,0,0,0,0,0,0,0,0,0,1,6,3,5,98,3,1,0,3,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,2,1,2,1,0,0,1,0,0,0,4,1
828,18,98,1,0,0,0,1,0,0,1,35,0,0,0,1,0,0,3,6,0,1,0,0,0,0,0,0,0,0,1,5,3,5,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,2,2,0,0,0,1,0,0,5,0
829,19,0,0,1,0,1,0,0,0,1,21,0,0,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,5,3,5,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,2,1,1,1,0,0,1,1,1,0,4,3
830,18,2,0,1,0,0,0,0,0,0,55,0,0,0,1,0,0,3,6,0,5,1,0,0,0,0,0,0,0,1,4,3,5,98,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,99,2
831,32,0,1,1,0,0,1,1,1,1,4,0,0,0,1,0,0,1,1,1,7,1,0,0,0,0,0,0,0,0,5,0,3,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,99,2
832,31,2,0,0,1,0,0,0,0,0,30,0,0,0,1,0,0,4,1,1,7,0,0,0,0,0,0,0,0,1,5,0,3,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,99,4
833,19,98,0,0,1,0,0,0,0,0,50,0,0,0,1,0,0,1,6,1,6,0,0,0,0,0,0,1,0,0,6,3,5,2,4,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,2,2,0,0,0,0,1,0,99,0
834,39,0,1,0,0,0,0,1,0,1,15,0,0,0,1,0,0,3,1,0,4,0,0,0,0,0,0,0,0,1,5,0,3,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,99,2
835,50,98,0,1,0,1,1,0,0,0,8,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,5,99,3,2,1,1,99,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,99,2
836,44,0,1,0,0,1,0,0,1,1,32,0,0,1,0,0,0,3,1,0,7,1,0,0,0,0,0,0,0,0,5,99,3,2,1,1,2,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,0
837,23,0,0,1,0,0,0,1,0,0,54,0,0,0,1,0,0,4,3,1,5,0,1,0,0,0,0,0,0,0,3,3,5,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,99,3
838,26,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,3,1,0,5,0,0,0,0,0,0,0,0,1,5,3,3,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,4,3
839,38,98,0,0,0,0,0,1,0,0,43,0,0,0,1,0,0,5,1,0,8,0,0,1,0,0,0,0,0,0,5,1,3,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,3,1,2,2,0,0,0,0,1,1,4,2
840,24,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,7,3,1,7,0,0,0,0,0,0,0,0,1,5,2,5,2,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,2,1,1,0,0,0,0,1,1,4,3
841,41,0,0,0,0,0,0,1,0,0,66,0,0,0,1,0,0,5,4,1,6,0,0,0,1,0,0,0,0,0,6,2,3,99,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,99,2
842,43,0,0,0,0,0,0,0,0,1,28,1,0,0,0,0,0,3,2,1,4,0,0,0,0,0,0,0,0,1,5,99,5,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,1,0,2,1
843,18,98,0,0,1,0,0,0,0,0,54,0,0,0,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,1,3,3,5,0,4,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,1,1,0,4,1
844,34,0,1,1,0,1,0,1,0,1,29,0,0,0,1,0,0,4,2,0,7,0,0,0,0,0,0,0,0,1,5,2,3,6,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,4
845,18,98,0,0,0,1,0,0,0,0,19,0,0,0,1,0,0,99,1,0,1,0,0,0,0,0,0,0,0,1,5,3,5,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,99,2
846,51,98,1,0,0,0,0,0,0,0,103,0,0,0,1,0,0,1,1,1,5,1,0,0,0,0,0,0,0,0,5,99,3,6,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,1
847,49,98,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,1,0,6,0,0,0,0,0,0,0,0,1,5,0,1,1,4,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,2
848,50,2,0,0,1,0,0,0,0,0,15,0,0,0,1,0,0,4,1,1,3,0,0,0,0,0,0,0,0,1,5,99,1,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,1,2
849,58,0,1,1,0,0,1,0,0,1,20,1,1,0,0,0,0,5,1,1,8,0,0,0,0,0,0,0,1,0,5,99,3,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,2,0,0,0,0,1,0,4,2
850,28,0,0,0,0,1,0,0,0,0,11,0,0,0,1,0,0,5,2,1,2,0,0,0,0,0,0,0,0,1,5,3,3,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,99,3
851,57,2,0,0,0,1,0,0,0,0,38,0,0,0,1,0,0,3,1,1,6,0,0,0,0,0,1,0,0,0,5,99,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,3
852,28,1,0,0,0,0,0,1,0,0,29,0,0,0,1,0,0,5,1,1,3,0,0,1,0,0,0,0,0,0,5,2,5,6,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,3,1,1,2,0,0,0,0,1,0,4,2
853,35,0,0,0,0,0,0,1,1,0,40,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,5,0,3,6,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,99,2
854,41,98,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,4,1,0,8,1,0,0,0,0,0,0,0,0,5,99,3,6,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,2,0
